%
% Notes: The large soybean database (soybean-large-data.arff) and it's 
%        corresponding test database (soybean-large-test.arff) combined
%        into a single file (soybean-large.arff).
%
% 1. Title: Large Soybean Database
% 
% 2. Sources:
%      (a) R.S. Michalski and R.L. Chilausky "Learning by Being Told and
%          Learning from Examples: An Experimental Comparison of the Two
% 	 Methods of Knowledge Acquisition in the Context of Developing
% 	 an Expert System for Soybean Disease Diagnosis", International
% 	 Journal of Policy Analysis and Information Systems, Vol. 4,
% 	 No. 2, 1980.
%      (b) Donor: Ming Tan & Jeff Schlimmer (Jeff.Schlimmer%cs.cmu.edu)
%      (c) Date: 11 July 1988
% 
% 3. Past Usage:
%     1. See above.
%     2. Tan, M., & Eshelman, L. (1988). Using weighted networks to represent
%        classification knowledge in noisy domains.  Proceedings of the Fifth
%        International Conference on Machine Learning (pp. 121-134). Ann Arbor,
%         Michigan: Morgan Kaufmann.
%         -- IWN recorded a 97.1% classification accuracy 
%            -- 290 training and 340 test instances
%      3. Fisher,D.H. & Schlimmer,J.C. (1988). Concept Simplification and
%         Predictive Accuracy. Proceedings of the Fifth
%         International Conference on Machine Learning (pp. 22-28). Ann Arbor,
%         Michigan: Morgan Kaufmann.
%         -- Notes why this database is highly predictable
% 
% 4. Relevant Information Paragraph:
%     There are 19 classes, only the first 15 of which have been used in prior
%     work.  The folklore seems to be that the last four classes are
%     unjustified by the data since they have so few examples.
%     There are 35 categorical attributes, some nominal and some ordered.  The
%     value ``dna'' means does not apply.  The values for attributes are
%     encoded numerically, with the first value encoded as ``0,'' the second as
%     ``1,'' and so forth.  An unknown values is encoded as ``?''.
% 
% 5. Number of Instances: 683
% 
% 6. Number of Attributes: 35 (all have been nominalized)
% 
% 7. Attribute Information: 
%    -- 19 Classes
%     diaporthe-stem-canker, charcoal-rot, rhizoctonia-root-rot,
%     phytophthora-rot, brown-stem-rot, powdery-mildew,
%     downy-mildew, brown-spot, bacterial-blight,
%     bacterial-pustule, purple-seed-stain, anthracnose,
%     phyllosticta-leaf-spot, alternarialeaf-spot,
%     frog-eye-leaf-spot, diaporthe-pod-&-stem-blight,
%     cyst-nematode, 2-4-d-injury, herbicide-injury.	
%
%    1. date:		april,may,june,july,august,september,october,?.
%    2. plant-stand:	normal,lt-normal,?.
%    3. precip:		lt-norm,norm,gt-norm,?.
%    4. temp:		lt-norm,norm,gt-norm,?.
%    5. hail:		yes,no,?.
%    6. crop-hist:	diff-lst-year,same-lst-yr,same-lst-two-yrs,
%                        same-lst-sev-yrs,?.
%    7. area-damaged:	scattered,low-areas,upper-areas,whole-field,?.
%    8. severity:	minor,pot-severe,severe,?.
%    9. seed-tmt:	none,fungicide,other,?.
%   10. germination:	'90-100%','80-89%','lt-80%',?.
%   11. plant-growth:	norm,abnorm,?.
%   12. leaves:		norm,abnorm.
%   13. leafspots-halo:	absent,yellow-halos,no-yellow-halos,?.
%   14. leafspots-marg:	w-s-marg,no-w-s-marg,dna,?.
%   15. leafspot-size:	lt-1/8,gt-1/8,dna,?.
%   16. leaf-shread:	absent,present,?.
%   17. leaf-malf:	absent,present,?.
%   18. leaf-mild:	absent,upper-surf,lower-surf,?.
%   19. stem:		norm,abnorm,?.
%   20. lodging:    	yes,no,?.
%   21. stem-cankers:	absent,below-soil,above-soil,above-sec-nde,?.
%   22. canker-lesion:	dna,brown,dk-brown-blk,tan,?.
%   23. fruiting-bodies:	absent,present,?.
%   24. external decay:	absent,firm-and-dry,watery,?.
%   25. mycelium:	absent,present,?.
%   26. int-discolor:	none,brown,black,?.
%   27. sclerotia:	absent,present,?.
%   28. fruit-pods:	norm,diseased,few-present,dna,?.
%   29. fruit spots:	absent,colored,brown-w/blk-specks,distort,dna,?.
%   30. seed:		norm,abnorm,?.
%   31. mold-growth:	absent,present,?.
%   32. seed-discolor:	absent,present,?.
%   33. seed-size:	norm,lt-norm,?.
%   34. shriveling:	absent,present,?.
%   35. roots:		norm,rotted,galls-cysts,?.
%
%
%  edited for all - to _
%

@RELATION soybean

@ATTRIBUTE date			{april,may,june,july,august,september,october}
@ATTRIBUTE plant_stand 		{normal,lt_normal}
@ATTRIBUTE precip 		{lt_norm,norm,gt_norm}
@ATTRIBUTE temp 		{lt_norm,norm,gt_norm}
@ATTRIBUTE hail 		{yes,no}
@ATTRIBUTE crop_hist 		{diff_lst_year,same_lst_yr,same_lst_two_yrs, same_lst_sev_yrs}
@ATTRIBUTE area_damaged		{scattered,low_areas,upper_areas,whole_field}
@ATTRIBUTE severity 		{minor,pot_severe,severe}
@ATTRIBUTE seed_tmt 		{none,fungicide,other}
@ATTRIBUTE germination 		{90_100,80_89,lt_80}
@ATTRIBUTE plant_growth		{norm,abnorm}
@ATTRIBUTE leaves 		{norm,abnorm}
@ATTRIBUTE leafspots_halo 	{absent,yellow_halos,no_yellow_halos}
@ATTRIBUTE leafspots_marg	{w_s_marg,no_w_s_marg,dna}
@ATTRIBUTE leafspot_size	{lt_1/8,gt_1/8,dna}
@ATTRIBUTE leaf_shread 		{absent,present}
@ATTRIBUTE leaf_malf 		{absent,present}
@ATTRIBUTE leaf_mild 		{absent,upper_surf,lower_surf}
@ATTRIBUTE stem 		{norm,abnorm}
@ATTRIBUTE lodging 		{yes,no}
@ATTRIBUTE stem_cankers 	{absent,below_soil,above_soil,above_sec_nde}
@ATTRIBUTE canker_lesion 	{dna,brown,dk_brown_blk,tan}
@ATTRIBUTE fruiting_bodies 	{absent,present}
@ATTRIBUTE external_decay 	{absent,firm_and_dry,watery}
@ATTRIBUTE mycelium 		{absent,present}
@ATTRIBUTE int_discolor 	{none,brown,black}
@ATTRIBUTE sclerotia 		{absent,present}
@ATTRIBUTE fruit_pods 		{norm,diseased,few_present,dna}
@ATTRIBUTE fruit_spots		{absent,colored,brown_w/blk_specks,distort,dna}
@ATTRIBUTE seed 		{norm,abnorm}
@ATTRIBUTE mold_growth 		{absent,present}
@ATTRIBUTE seed_discolor	{absent,present}
@ATTRIBUTE seed_size 		{norm,lt_norm}
@ATTRIBUTE shriveling 		{absent,present}
@ATTRIBUTE roots 		{norm,rotted,galls_cysts}
@ATTRIBUTE class 		{diaporthe_stem_canker, charcoal_rot, rhizoctonia_root_rot, phytophthora_rot, brown_stem_rot, powdery_mildew, downy_mildew, brown_spot, bacterial_blight, bacterial_pustule, purple_seed_stain, anthracnose, phyllosticta_leaf_spot, alternarialeaf_spot, frog_eye_leaf_spot, diaporthe_pod_&_stem_blight, cyst_nematode, 2_4_d_injury, herbicide_injury}

@DATA
july, lt_normal, gt_norm, norm, ?, same_lst_yr, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, above_sec_nde, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
june, lt_normal, gt_norm, norm, ?, same_lst_yr, low_areas, ?, ?, ?, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, ?, above_sec_nde, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
july, lt_normal, gt_norm, gt_norm, ?, same_lst_two_yrs, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, above_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
may, lt_normal, gt_norm, norm, no, same_lst_sev_yrs, low_areas, severe, none, 80_89, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, no, below_soil, dk_brown_blk, absent, firm_and_dry, absent, none, absent, dna, dna, norm, absent, absent, norm, absent, norm, phytophthora_rot
july, lt_normal, norm, norm, ?, same_lst_sev_yrs, low_areas, ?, ?, ?, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, ?, above_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
june, lt_normal, gt_norm, gt_norm, ?, same_lst_yr, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, above_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
july, lt_normal, norm, gt_norm, ?, same_lst_two_yrs, low_areas, ?, ?, ?, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, ?, above_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
may, lt_normal, gt_norm, gt_norm, ?, same_lst_yr, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, below_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
june, lt_normal, gt_norm, gt_norm, ?, same_lst_sev_yrs, low_areas, ?, ?, ?, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, ?, above_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
july, lt_normal, norm, norm, ?, diff_lst_year, low_areas, ?, ?, ?, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, ?, above_sec_nde, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
june, lt_normal, gt_norm, lt_norm, yes, same_lst_yr, low_areas, severe, none, 90_100, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, below_soil, dk_brown_blk, absent, absent, absent, none, absent, dna, dna, norm, absent, absent, norm, absent, norm, phytophthora_rot
july, lt_normal, norm, norm, ?, same_lst_yr, low_areas, ?, ?, ?, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, ?, above_sec_nde, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
june, lt_normal, gt_norm, gt_norm, ?, same_lst_yr, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, below_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
may, lt_normal, gt_norm, lt_norm, yes, diff_lst_year, low_areas, severe, fungicide, 90_100, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, above_soil, dk_brown_blk, absent, absent, absent, none, absent, dna, dna, norm, absent, absent, norm, absent, norm, phytophthora_rot
july, lt_normal, gt_norm, norm, ?, same_lst_two_yrs, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, above_soil, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
july, lt_normal, gt_norm, norm, ?, same_lst_sev_yrs, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, above_sec_nde, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
july, lt_normal, norm, lt_norm, yes, same_lst_two_yrs, low_areas, severe, fungicide, lt_80, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, above_soil, dk_brown_blk, absent, absent, absent, none, absent, dna, dna, norm, absent, absent, norm, absent, norm, phytophthora_rot
july, lt_normal, gt_norm, gt_norm, ?, same_lst_two_yrs, low_areas, ?, ?, ?, abnorm, abnorm, ?, ?, ?, ?, ?, ?, abnorm, ?, above_sec_nde, dk_brown_blk, ?, absent, absent, none, absent, ?, ?, ?, ?, ?, ?, ?, rotted, phytophthora_rot
august, normal, lt_norm, norm, yes, same_lst_yr, whole_field, pot_severe, fungicide, lt_80, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, lt_norm, norm, yes, same_lst_yr, whole_field, pot_severe, fungicide, lt_80, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
july, lt_normal, lt_norm, lt_norm, yes, same_lst_sev_yrs, scattered, pot_severe, fungicide, lt_80, abnorm, norm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
september, normal, lt_norm, gt_norm, yes, same_lst_yr, whole_field, pot_severe, fungicide, lt_80, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
september, normal, lt_norm, gt_norm, yes, same_lst_two_yrs, whole_field, pot_severe, fungicide, 80_89, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, lt_norm, norm, yes, same_lst_sev_yrs, upper_areas, pot_severe, none, 80_89, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
september, normal, lt_norm, norm, no, same_lst_sev_yrs, whole_field, pot_severe, none, lt_80, abnorm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, abnorm, no, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
october, normal, norm, norm, no, same_lst_two_yrs, scattered, pot_severe, fungicide, 90_100, abnorm, norm, absent, dna, gt_1/8, absent, absent, absent, abnorm, no, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
september, lt_normal, lt_norm, lt_norm, yes, same_lst_sev_yrs, upper_areas, pot_severe, none, 90_100, abnorm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, no, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
september, lt_normal, lt_norm, norm, yes, same_lst_yr, whole_field, pot_severe, fungicide, 90_100, abnorm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, abnorm, no, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, norm, lt_norm, no, same_lst_two_yrs, whole_field, pot_severe, fungicide, lt_80, abnorm, norm, absent, dna, dna, absent, absent, absent, abnorm, no, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, lt_normal, lt_norm, lt_norm, yes, same_lst_sev_yrs, upper_areas, pot_severe, fungicide, 80_89, abnorm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, abnorm, no, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, lt_norm, norm, yes, same_lst_two_yrs, scattered, pot_severe, fungicide, 90_100, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
july, lt_normal, lt_norm, lt_norm, yes, same_lst_two_yrs, scattered, severe, none, 80_89, abnorm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, abnorm, yes, absent, tan, absent, absent, absent, brown, absent, norm, dna, norm, absent, absent, norm, absent, norm, brown_stem_rot
september, normal, lt_norm, norm, yes, same_lst_sev_yrs, upper_areas, pot_severe, none, 80_89, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, lt_norm, norm, yes, same_lst_sev_yrs, whole_field, pot_severe, fungicide, 90_100, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, lt_norm, norm, yes, same_lst_sev_yrs, upper_areas, pot_severe, none, lt_80, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, lt_norm, norm, yes, same_lst_yr, upper_areas, pot_severe, fungicide, lt_80, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
august, normal, lt_norm, norm, yes, same_lst_yr, upper_areas, pot_severe, none, 90_100, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
july, normal, lt_norm, norm, yes, same_lst_sev_yrs, upper_areas, pot_severe, none, 90_100, norm, abnorm, absent, dna, dna, absent, absent, absent, abnorm, yes, absent, dna, absent, absent, absent, brown, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_stem_rot
september, normal, lt_norm, norm, no, same_lst_sev_yrs, whole_field, pot_severe, none, 80_89, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
october, normal, norm, lt_norm, no, diff_lst_year, scattered, minor, fungicide, lt_80, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
may, lt_normal, lt_norm, norm, yes, same_lst_sev_yrs, whole_field, pot_severe, other, 90_100, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
october, lt_normal, norm, lt_norm, yes, same_lst_two_yrs, upper_areas, minor, fungicide, lt_80, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
august, lt_normal, norm, lt_norm, yes, same_lst_two_yrs, upper_areas, minor, other, 90_100, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
october, normal, lt_norm, norm, no, same_lst_yr, low_areas, pot_severe, none, lt_80, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
june, lt_normal, norm, lt_norm, yes, same_lst_two_yrs, upper_areas, minor, none, 80_89, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
october, lt_normal, lt_norm, norm, yes, same_lst_yr, low_areas, pot_severe, fungicide, lt_80, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
september, lt_normal, lt_norm, norm, yes, same_lst_yr, low_areas, pot_severe, none, 80_89, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
may, lt_normal, lt_norm, norm, yes, same_lst_yr, low_areas, pot_severe, other, 90_100, norm, abnorm, absent, dna, dna, absent, absent, upper_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, powdery_mildew
october, normal, gt_norm, lt_norm, no, same_lst_two_yrs, low_areas, minor, fungicide, lt_80, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, present, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
june, normal, gt_norm, norm, no, same_lst_yr, low_areas, pot_severe, fungicide, lt_80, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, present, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
may, normal, gt_norm, norm, no, same_lst_sev_yrs, upper_areas, pot_severe, none, 80_89, norm, abnorm, yellow_halos, w_s_marg, gt_1/8, absent, absent, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
august, lt_normal, gt_norm, gt_norm, yes, same_lst_two_yrs, upper_areas, pot_severe, none, 80_89, norm, abnorm, yellow_halos, w_s_marg, gt_1/8, absent, present, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
may, normal, gt_norm, lt_norm, no, diff_lst_year, scattered, pot_severe, none, 80_89, norm, abnorm, yellow_halos, w_s_marg, gt_1/8, absent, absent, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
june, lt_normal, gt_norm, lt_norm, yes, same_lst_sev_yrs, scattered, pot_severe, none, 80_89, norm, abnorm, yellow_halos, w_s_marg, gt_1/8, absent, absent, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
june, lt_normal, gt_norm, norm, yes, same_lst_two_yrs, scattered, pot_severe, none, 80_89, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
august, lt_normal, gt_norm, gt_norm, yes, same_lst_two_yrs, low_areas, minor, fungicide, lt_80, norm, abnorm, yellow_halos, w_s_marg, gt_1/8, absent, absent, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
august, lt_normal, gt_norm, lt_norm, yes, same_lst_yr, upper_areas, pot_severe, none, 80_89, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
september, lt_normal, gt_norm, norm, yes, same_lst_sev_yrs, upper_areas, pot_severe, none, 80_89, norm, abnorm, yellow_halos, w_s_marg, gt_1/8, absent, absent, lower_surf, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, abnorm, present, absent, norm, absent, norm, downy_mildew
may, lt_normal, gt_norm, gt_norm, no, same_lst_sev_yrs, whole_field, pot_severe, none, lt_80, abnorm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
june, normal, gt_norm, norm, yes, same_lst_two_yrs, whole_field, pot_severe, fungicide, 80_89, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
june, normal, gt_norm, norm, yes, same_lst_two_yrs, whole_field, pot_severe, fungicide, 90_100, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
june, normal, gt_norm, norm, yes, same_lst_yr, scattered, pot_severe, other, 90_100, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
may, lt_normal, gt_norm, gt_norm, no, same_lst_sev_yrs, whole_field, pot_severe, fungicide, 80_89, abnorm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
may, lt_normal, gt_norm, norm, yes, same_lst_two_yrs, whole_field, pot_severe, none, lt_80, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
april, lt_normal, gt_norm, gt_norm, no, same_lst_sev_yrs, whole_field, pot_severe, other, 80_89, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
june, normal, gt_norm, norm, yes, same_lst_two_yrs, whole_field, pot_severe, none, 90_100, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
may, normal, gt_norm, norm, yes, same_lst_two_yrs, whole_field, pot_severe, fungicide, 80_89, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
june, lt_normal, gt_norm, norm, yes, same_lst_sev_yrs, whole_field, pot_severe, none, lt_80, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
september, normal, gt_norm, norm, yes, same_lst_two_yrs, upper_areas, pot_severe, none, 80_89, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, abnorm, yes, above_sec_nde, brown, present, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
may, lt_normal, gt_norm, norm, yes, same_lst_sev_yrs, whole_field, pot_severe, fungicide, lt_80, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
may, normal, gt_norm, norm, yes, same_lst_sev_yrs, whole_field, pot_severe, other, 90_100, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
august, normal, gt_norm, norm, yes, same_lst_yr, whole_field, pot_severe, none, 90_100, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, abnorm, yes, above_sec_nde, brown, present, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
may, normal, gt_norm, norm, yes, same_lst_two_yrs, whole_field, pot_severe, none, 80_89, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
august, lt_normal, gt_norm, norm, yes, same_lst_sev_yrs, whole_field, pot_severe, none, lt_80, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, absent, absent, absent, abnorm, yes, above_sec_nde, brown, present, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
june, normal, gt_norm, norm, yes, same_lst_sev_yrs, whole_field, pot_severe, none, 90_100, norm, abnorm, no_yellow_halos, w_s_marg, gt_1/8, present, absent, absent, norm, yes, absent, dna, absent, absent, absent, none, absent, norm, absent, norm, absent, absent, norm, absent, norm, brown_spot
